row_id,source_path,package_relative_path,category,include_status,size_bytes,sha256,review_note
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/SPSSDIST.PRN,data/multimodal_trip_distribution/source_data/spss_distribution_table_spssdist.prn,derived_table_export,included_public_candidate,970,f7174c442ff055fa411a788a1fdaca2405bf72988c69d2e018ef00a28cb8213b,SPSS/printed distribution table used to compare model and observed cumulative travel-time distributions.
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/OLD/chained.scm,data/multimodal_trip_distribution/figures/original_legacy/figure_chained_work_other_home_trip_macdraw_drawing.scm,figure_source,included_public_candidate,949,66d6dbbc9afd31a48b084da394ac7efda4090a0ce465a4897e5534d130d5552f,"Legacy MacDraw-style source drawing for the paper figures; retained as source artifact, not required executable code."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/OLD/circumscribe.scm,data/multimodal_trip_distribution/figures/original_legacy/figure_circumscribed_time_area_contours_macdraw_drawing.scm,figure_source,included_public_candidate,1149,31c3faf564728ad10ac8a76ea3de94d014cbf658d32b17819ecc9af0f16e2c11,"Legacy MacDraw-style source drawing for the paper figures; retained as source artifact, not required executable code."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/GRAPHIC.xls,data/multimodal_trip_distribution/source_workbooks/original_legacy/graphics_travel_time_distribution_regressions_excel_legacy.xls,legacy_workbook,included_public_candidate,260608,c6e6a5995d25945bb7f81ad856f0f81b76fec87228e1abb285edcfa11e104047,"Legacy spreadsheet/source workbook containing impedance coefficients, time-band distributions, accessibility example tables, or validation tables."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/GRAPHIC.wk1,data/multimodal_trip_distribution/source_workbooks/original_legacy/graphics_travel_time_distribution_regressions_lotus_wk1.wk1,legacy_workbook,included_public_candidate,149794,155be1e9f27c326dc16e7fc94c1d849e692ae5ea81c3e514431541adbda543c4,"Legacy spreadsheet/source workbook containing impedance coefficients, time-band distributions, accessibility example tables, or validation tables."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/GRAPHIC.xlsx,data/multimodal_trip_distribution/source_workbooks/modern_author_or_prior_conversion/graphics_travel_time_distribution_regressions_modern.xlsx,modern_workbook_source,included_public_candidate,234445,9b48b1a53db06fdef12bef1ca72ca987667835e3a0201eabbb863fef5041a99d,Modern XLSX version found in the source folder; retained separately from generated CSV sidecars.
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/DISTABLE.WK3,data/multimodal_trip_distribution/source_workbooks/original_legacy/lotus_distribution_tables_distable_wk3.wk3,legacy_workbook,included_public_candidate,43841,ec8dd83fb47fd2e3e67d04296e1adb773395b8e785ddc8dc748b518d911de284,"Legacy spreadsheet/source workbook containing impedance coefficients, time-band distributions, accessibility example tables, or validation tables."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/J-JDIST.WK3,data/multimodal_trip_distribution/source_workbooks/original_legacy/lotus_joint_distribution_jjdist_wk3.wk3,legacy_workbook,included_public_candidate,4449,658277e726041db8e9fd65a55e382c059c7587083eab270032375dc62c56de4f,"Legacy spreadsheet/source workbook containing impedance coefficients, time-band distributions, accessibility example tables, or validation tables."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/DISTRIB2.WK3,data/multimodal_trip_distribution/source_workbooks/original_legacy/lotus_multimodal_distribution_regression_distrib2_wk3.wk3,legacy_workbook,included_public_candidate,138791,2b44cc7841352f2bfd591efbe67057aea6e1ea8ee0483429f6c6359e4c658973,"Legacy spreadsheet/source workbook containing impedance coefficients, time-band distributions, accessibility example tables, or validation tables."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/THNEXAMP.WK3,data/multimodal_trip_distribution/source_workbooks/original_legacy/lotus_time_area_example_dos_thnexamp_wk3.wk3,legacy_workbook,included_public_candidate,9488,ed4be989417cea093531e7daf446f30f36fc2464b22086e067e905bc8da265cd,"Legacy spreadsheet/source workbook containing impedance coefficients, time-band distributions, accessibility example tables, or validation tables."
