row_id,source_or_package_path,category,size_bytes,sha256,decision,reason
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/.DS_Store,system_file,6148,76b905f963860276ee81e93033c87accae7ad346d8e04726ef57aee3f350fbbc,excluded_from_package_source_original_unchanged,"macOS metadata, not archival."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/DISTMTAC.W51,manuscript_or_memo,8909,efcdde19d169081ca607c790da7b4e890a405ea5e063ae84d352daa10ea7b816,excluded_from_package_source_original_unchanged,"Manuscript, memo, or generated prose excluded unless represented by final paper or workbook/formula artifacts."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/DISTMTAC.WP5,manuscript_or_memo,8397,d37554312e2141d626689972be78b10da6416b7fd674426bea24b75f672277d5,excluded_from_package_source_original_unchanged,"Manuscript, memo, or generated prose excluded unless represented by final paper or workbook/formula artifacts."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/DISTRIBU.GEN,manuscript_or_memo,27526,841e086f54e834b34697d5429470a0e340935471abf49d49df8c9d3116227ddd,excluded_from_package_source_original_unchanged,"Manuscript, memo, or generated prose excluded unless represented by final paper or workbook/formula artifacts."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/DISTRIBU.WP5,manuscript_or_memo,28965,f50a0c1d5ff278c468d3407bdb7a494209a754af06c3b9f7e44518953fa02edd,excluded_from_package_source_original_unchanged,"Manuscript, memo, or generated prose excluded unless represented by final paper or workbook/formula artifacts."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/LR.WP5,manuscript_or_memo,1420,b154a9a77b2915e1d7adceb6df30b5a9954d835292fef64eaa8fce8b246b5488,excluded_from_package_source_original_unchanged,"Manuscript, memo, or generated prose excluded unless represented by final paper or workbook/formula artifacts."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/MOECALC.W51,manuscript_or_memo,5826,96ab89fb8da4b56f80eee1717d45bf73a8e99b445602576b88c760292f140ed3,excluded_from_package_source_original_unchanged,"Manuscript, memo, or generated prose excluded unless represented by final paper or workbook/formula artifacts."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/MOECALC2.W51,manuscript_or_memo,5882,01f17321d0253488f748e6f5856888b4a7ad48fb99d7a61954f618e266eb8bb9,excluded_from_package_source_original_unchanged,"Manuscript, memo, or generated prose excluded unless represented by final paper or workbook/formula artifacts."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/MULTIMOD.MSW,manuscript_or_memo,48768,1d06dc694dfb520b175ed966b3723adf64f3923c1dd9eaf9b560c5e353139e20,excluded_from_package_source_original_unchanged,"Manuscript, memo, or generated prose excluded unless represented by final paper or workbook/formula artifacts."
paper-1995-04,/Users/dlev2617/Documents/Papers/~05-Published/Transportation Research Record (TRR) - Journal of the Transportation Research Board/TRR-MULTIMODAL/DOS/multimodal.wp5,manuscript_or_memo,31030,875e635524542c1678d1f6522bf5e5fc1f9809dc673ac5f19b02815cd8e452e8,excluded_from_package_source_original_unchanged,"Manuscript, memo, or generated prose excluded unless represented by final paper or workbook/formula artifacts."
